"country","count","rank","screen_name","name","description","category","X","count.y","pop","percent"
"Australia",1944,33,"theprojecttv","#TheProjectTV","News delivered differently, 6:30 weeknights on @channelten. Join the conversation using #TheProjectTV.","news",NA,7180,20310208,27.08
"Canada",231,45,"AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news",NA,853,32270507,27.08
"Ecuador",298,36,"WhiteHouse","The White House","Follow for the latest from President Obama and his Administration. For tweets from the President, follow @POTUS. Tweets may be archived: https://t.co/eVVzoBb3Zr","other",NA,1101,13060993,27.07
"Hong Kong",425,27,"katyperry","KATY PERRY","Rising...","person",NA,1570,7057418,27.07
"Iraq",296,50,"NabilAlawadhy","نبيل علي العوضي","( الحساب الرسمي ) ( Official Account )","person",NA,1094,27995984,27.06
"Russia",401,17,"VirginAtlantic","Virgin Atlantic","Hello Gorgeous! Follow us for news, banter & assistance 24/7. Visit our blog at https://t.co/ziOX3LRnnS or for official concerns visit https://t.co/ZQJmKUNzyR","airline",NA,1482,143953092,27.06
"India",2445,99,"OMGFacts","OMG Facts","#TheMoreYouKnow","channel",NA,9039,1134403141,27.05
"Malaysia",908,31,"LeeChongWei","Dato' Lee Chong Wei","Official Twitter Of World No. 1 International Badminton Player Dato' Lee Chong Wei from Malaysia. For commercial enquiries: @spinzer","person",NA,3357,25652985,27.05
"Turkey",158,56,"HeathrowAirport","Heathrow Airport","Welcome to the official Heathrow Airport Twitter feed. We're here to help every day between 6:30am and 11pm (GMT). Follow @yourHeathrow for our expansion news.","airport",NA,584,72969723,27.05
"Kuwait",80,47,"Delta","Delta","Official account of Delta Air Lines. We're listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline",NA,296,2296000,27.03
"Switzerland",123,38,"google","Google","News and updates from Google","channel",NA,455,7424389,27.03
"Finland",37,62,"BBCWorld","BBC News (World)","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news",NA,137,5246004,27.01
"Finland",37,63,"Reuters","Reuters Top News","Top and breaking news, pictures, and videos from Reuters.","news",NA,137,5246004,27.01
"Finland",37,64,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,137,5246004,27.01
"Finland",37,65,"Boeing","The Boeing Company","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel",NA,137,5246004,27.01
"Finland",37,66,"NatGeoTravel","NatGeoTravel","Your guide to traveling with passion and purpose","travel",NA,137,5246004,27.01
"Hong Kong",424,28,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,1570,7057418,27.01
"Kenya",167,96,"Android","Android","News, tips, and tricks direct from the Android team.","brand",NA,619,35598952,26.98
"France",325,35,"BoeingAirplanes","Boeing Airplanes","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel",NA,1205,60990544,26.97
"Sri Lanka",55,97,"BBCNews","BBC News (UK)","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news",NA,204,19120763,26.96
"Sri Lanka",55,98,"BreakingNews","Breaking News","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news",NA,204,19120763,26.96
"Sri Lanka",55,99,"Discovery","Discovery","Grab life by the globe!","channel",NA,204,19120763,26.96
"Sri Lanka",55,100,"NatGeoTravel","NatGeoTravel","Your guide to traveling with passion and purpose","travel",NA,204,19120763,26.96
"Romania",66,60,"katyperry","KATY PERRY","Rising...","person",NA,245,21627557,26.94
"Romania",66,61,"jtimberlake","Justin Timberlake","","person",NA,245,21627557,26.94
"Romania",66,62,"XHNews","China Xinhua News","China Insight, Global View. Xinhua News Agency is the first port of call for the latest China and world news. https://t.co/U0WI8N4Fll https://t.co/IHLImeWM1V","news",NA,245,21627557,26.94
"Taiwan",104,31,"staralliance","Star Alliance","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline",NA,386,22704059,26.94
"Armenia",21,59,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,78,3017661,26.92
"Armenia",21,60,"UN","United Nations","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other",NA,78,3017661,26.92
"Armenia",21,61,"TimeOutDubai","Time Out Dubai","Official page for Time Out Dubai magazine. Follow us at https://t.co/AF6y0zbGt4 and Instagram @TimeOutDubai","channel",NA,78,3017661,26.92
"Armenia",21,62,"taylorswift13","Taylor Swift","Born in 1989.","person",NA,78,3017661,26.92
"Armenia",21,63,"Oprah","Oprah Winfrey","","person",NA,78,3017661,26.92
"Armenia",21,64,"TheNationalUAE","The National","The official Twitter feed of The National, the UAE's premier news source, with top stories, special features and more.","news",NA,78,3017661,26.92
"Armenia",21,65,"gmail","Gmail","News, tips and tricks from the Gmail team. Need help? Fly on over to our Help Center or forum.","brand",NA,78,3017661,26.92
"Armenia",21,66,"AP","The Associated Press","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news",NA,78,3017661,26.92
"Armenia",21,67,"guardian","The Guardian","Top stories, special features, live blogs and more","news",NA,78,3017661,26.92
"Armenia",21,68,"instagram","Instagram","Discovering �� and telling �� stories from around the world. Curated by Instagram's community team. Need help? Visit https://t.co/OQR3Kbbcdw.","channel",NA,78,3017661,26.92
"Armenia",21,69,"Dubai_Calendar","Dubai Calendar","The official calendar of Dubai's thriving events scene. Follow us for up-to-date news about world class events happening in our exciting city.","channel",NA,78,3017661,26.92
"Solomon Islands",21,32,"MrKRudd","Kevin Rudd","Former PM of Australia. Pres. of @AsiaPolicy Proud father of 3 great kids with my wife Therese. Proud granddad of Josie & McLean. Born & raised in country QLD.","person",NA,78,472419,26.92
"Solomon Islands",21,33,"taylorswift13","Taylor Swift","Born in 1989.","person",NA,78,472419,26.92
"Solomon Islands",21,34,"google","Google","News and updates from Google","channel",NA,78,472419,26.92
"Solomon Islands",21,35,"katyperry","KATY PERRY","Rising...","person",NA,78,472419,26.92
"Solomon Islands",21,36,"9NewsAUS","Nine News Australia","Australia's No.1: Follow @9NewsSyd | @9NewsMelb | @9NewsBrisbane | @9NewsGoldCoast | @9NewsAdel | @9NewsDarwin | @9NewsPerth","news",NA,78,472419,26.92
"Solomon Islands",21,37,"TheTodayShow","The Today Show","Australia's longest running breakfast TV program. Weekdays from 5.30am | Weekends from 7.00am on @Channel9. Tag us using #9Today","channel",NA,78,472419,26.92
"Egypt",180,92,"justinbieber","Justin Bieber","Let's make the world better. Join @bkstg and add me on @shots 'justinbieber'. COLD WATER and LET ME LOVE YOU out now. OUR new album PURPOSE out NOW","person",NA,669,72849793,26.91
"Netherlands",760,30,"lonelyplanet","Lonely Planet","Tweeting + retweeting the best in travel: in-depth articles, inspiring photography, intrepid videos. #lp | For the latest daily travel news see @lptravelnews","travel",NA,2825,1632769,26.9
"Hong Kong",422,29,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,1570,7057418,26.88
"Turkey",157,57,"IATA","IATA","The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.","travel",NA,584,72969723,26.88
"Iraq",294,51,"AjelNews24","خبر عاجل","الحساب الرسمي لـ خبر عاجل .. انستغرام: ��https://t.co/ilQwOBNrN5      سناب شات: ��https://t.co/sfN3pEbhls  للتواصل: ��info@AjelNews24.com","news",NA,1094,27995984,26.87
"Oman",72,62,"aamir_khan","Aamir Khan","Actor.","person",NA,268,2507042,26.87
"Oman",72,63,"SamsungMobile","Samsung Mobile","[Statement] Samsung Urges Galaxy Note7 Users to Immediately Participate in The Replacement Program https://t.co/qyBpeBPd64","brand",NA,268,2507042,26.87
"Venezuela",169,72,"LouisVuitton","Louis Vuitton","The official Twitter page for Louis Vuitton Worldwide. Contact client services at @LVServices for customer assistance and personalised advice.","brand",NA,629,26725573,26.87
"Ireland",195,46,"AmazonUK","Amazon.co.uk","Follow https://t.co/i7jkAbIl56 and we'll deliver news, giveaways and deals straight to your timeline. For customer support, @AmazonHelp are here 24/7 every day.","brand",NA,726,4143294,26.86
"Mexico",191,58,"TheEconomist","The Economist","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel",NA,711,104266392,26.86
"Russia",398,18,"united","United","Conversations with you here are 140 characters-friendly. Tweet us any time. For a formal response visit https://t.co/cpgjUnDsve.","airline",NA,1482,143953092,26.86
"Brazil",619,59,"WSJ","Wall Street Journal","Breaking news and features from the WSJ.","news",NA,2305,186830759,26.85
"Canada",229,46,"travelchannel","Travel Channel","The official Twitter account of Travel Channel (US). Follow us to talk about all things travel!","travel",NA,853,32270507,26.85
"Kenya",166,97,"FinancialTimes","Financial Times","Headlines from the FT. Follow us on @FT for news stories, features and updates. Our customer service team is @FTcare.","news",NA,619,35598952,26.82
"Kenya",166,98,"wef","World Economic Forum","The international organization for public private cooperation. Follow us for research, insight and analysis on global issues. Annual Meeting hashtag: #wef","",NA,619,35598952,26.82
"Pakistan",441,95,"BrettLee_58","Brett Lee","Former Cricketer now commentator","person",NA,1644,158080591,26.82
"Portugal",81,84,"TravelMagazine","The Travel Magazine"," Get the latest travel news, articles, reports, guides, offers, competitions and more from https://t.co/0In5ml7F8A - we'd love to hear from you too.","travel",NA,302,10528226,26.82
"Portugal",81,85,"Microsoft","Microsoft","The official Twitter page for Microsoft consumer products and your source for major announcements and events.","brand",NA,302,10528226,26.82
"Switzerland",122,39,"TripAdvisor","TripAdvisor","Know better, book better and go better on the world's largest travel site.","travel",NA,455,7424389,26.81
"Switzerland",122,40,"FlySWISS_CH","Swiss Intl Air Lines","Our best offers for customers in Switzerland. For information, contests and news about SWISS follow @FlySWISS","airline",NA,455,7424389,26.81
"Morocco",223,27,"BBCNews","BBC News (UK)","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news",NA,832,30494991,26.8
"Ukraine",93,39,"TIME","TIME","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news",NA,347,46917544,26.8
"United Kingdom",1947,29,"staralliance","Star Alliance","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline",NA,7266,60244834,26.8
"Singapore",2625,15,"govsingapore","Singapore Government","Gov.sg - the official Twitter account of the Singapore government. Your first stop for the very latest policy announcements, information and news on Singapore.","other",NA,9800,4327468,26.79
"Denmark",49,44,"CPHAirports","Copenhagen Airport","The official Twitter account of Copenhagen Airport (CPH)","airport",NA,183,5416945,26.78
"Iraq",293,52,"flynas","flynas طيران ناس","ناقل وطني سعودي. أفضل طيران اقتصادي في الشرق الأوسط للعامين 2015-2016.  Saudi national carrier. Middle East's leading low cost airline for 2015-2016","airline",NA,1094,27995984,26.78
"Malaysia",899,32,"hotfm976","Hot FM","#GengPagiHot #JamHot #JejakaDIA #MuzikHot #MegaMuzikHot #RakanNFDP","channel",NA,3357,25652985,26.78
"Kazakhstan",38,78,"SouthwestAir","Southwest Airlines","We run on #SouthwestHeart. Follow for news & stories about the greatest Employees & Customers in the world. For official concerns please use the link provided.","airline",NA,142,15210609,26.76
"Kazakhstan",38,79,"realmadrid","Real Madrid C. F.","Cuenta oficial del Real Madrid C.F., ENGLISH @realmadriden, FRANÇAIS @realmadridfra, العربيه @realmadridarab, 日本語 @realmadridjapan.","sports",NA,142,15210609,26.76
"Kazakhstan",38,80,"VirginAustralia","Virgin Australia","Welcome to the official page for Virgin Australia. We're here to help from 5am-11pm (AEST). For 24/7 assistance call 13 67 89. Feedback: http://t.co/bpg9Lb8EOj","airline",NA,142,15210609,26.76
"Kazakhstan",38,81,"Lumia","Lumia","The official destination for the latest news, updates and insights from the Microsoft Lumia team. For support Tweet @LumiaHelp","brand",NA,142,15210609,26.76
