"followee","screen_name","name","timezone","description","category","country","count","rank"
42420346,"agnezmo","AGNEZ MO","Pacific Time (US & Canada)","DREAM BELIEVE & MAKE IT HAPPEN! Instagram: @agnezmo and @myfitnezdiary Tumblr: https://t.co/Gr7UE5iP2x Facebook: https://t.co/gKjuCm59Q7","","Russia",177,83
44409004,"shakira","Shakira","Eastern Time (US & Canada)","#LaBicicleta @CarlosVives & Shakira. iTunes: https://t.co/soIQTtdbP9  https://t.co/oEZtqqavxC","person","Bangladesh",177,25
44886859,"GoogleTravel","Google Travel Team","Pacific Time (US & Canada)","Google's Travel Team (Official): Here to provide the latest industry news & data","travel","Canada",177,75
55507370,"tvOneNews","tvOneNews","Jakarta","Official Twitter tvOne news+sports Memang Beda contact us: SocMed@tvone.co.id","","Russia",177,84
1307120064,"SBYudhoyono","S. B. Yudhoyono","Bangkok","Akun Resmi Presiden Ke-6 RI (2004-2014) Susilo Bambang Yudhoyono. Dikelola oleh Staf Pribadi. Twit dari Susilo Bambang Yudhoyono ditandai *SBY*","person","Russia",177,85
30973,"Starbucks","Starbucks Coffee","Pacific Time (US & Canada)","Inspiring and nurturing the human spirit—one person, one cup, one neighborhood at a time.","brand","Ecuador",176,89
30973,"Starbucks","Starbucks Coffee","Pacific Time (US & Canada)","Inspiring and nurturing the human spirit—one person, one cup, one neighborhood at a time.","brand","Canada",176,76
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Egypt",176,95
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Vietnam",176,13
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","Ireland",176,64
7587032,"SkyNews","Sky News","London","Stories direct from the @SkyNews newsroom. Tweet us your queries and questions. For breaking news, follow @SkyNewsBreak.","news","Kenya",176,87
15846407,"TheEllenShow","Ellen DeGeneres","Pacific Time (US & Canada)","Comedian, talk show host and ice road trucker. My tweets are real, and they’re spectacular. https://t.co/rJNCGU9GhH","person","Mexico",176,62
25103967,"Boeing","The Boeing Company","Central Time (US & Canada)","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel","Germany",176,53
46697447,"Monarch","Monarch","London","Monarch is the UK’s longest-established, privately owned travel group. Follow us for news, offers & competitions. Customer services: Mon-Sun 9am-5:30pm GMT.","","Morocco",176,51
51241574,"AP","The Associated Press","Eastern Time (US & Canada)","News from The Associated Press, and a taste of the great journalism produced by AP members and customers. Managed 24/7 by these editors: http://t.co/BibaTN49vB","news","Greenland",176,58
89133606,"KoreanAir","대한항공","Seoul","Leading global carrier, a founding member of SkyTeam, operates more than 400 flights per day to 131 cities in 46 countries.","airline","Korea",176,7
155659213,"Cristiano","Cristiano Ronaldo","Madrid","This Privacy Policy addresses the collection and use of personal information - https://t.co/Jp6yh1T58c","person","Chile",176,38
382267114,"Android","Android","Pacific Time (US & Canada)","News, tips, and tricks direct from the Android team.","brand","Bangladesh",176,26
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Colombia",175,40
11348282,"NASA","NASA","Eastern Time (US & Canada)","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other","Turkey",175,47
11856482,"NBCNewsTravel","NBC News Travel","Eastern Time (US & Canada)","Getting there is half the fun, so the saying goes. Read about top travel news, issues of the day and the joy and hassle of traveling.","","Canada",175,77
14872237,"realmadrid","Real Madrid C. F.","Madrid","Cuenta oficial del Real Madrid C.F., ENGLISH @realmadriden, FRANÇAIS @realmadridfra, العربيه @realmadridarab, 日本語 @realmadridjapan.","sports","Spain",175,76
16898427,"cathaypacific","Cathay Pacific","Hong Kong","Welcome to the Cathay Pacific Airways Twitter community, where you can share your #lifewelltravelled moments!  You’ll find us tweeting Mon-Fri between 9am & 5pm","airline","Ukraine",175,7
17093617,"hootsuite","Hootsuite","Pacific Time (US & Canada)","Social media news and tips from the world’s most widely used social relationship platform. Sign up for free: http://t.co/Zmrb0hY23s Support: @Hootsuite_Help","news","Spain",175,77
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","Belgium",175,7
20626359,"VirginAtlantic","Virgin Atlantic","London","Hello Gorgeous! Follow us for news, banter & assistance 24/7. Visit our blog at https://t.co/ziOX3LRnnS or for official concerns visit https://t.co/ZQJmKUNzyR","airline","Colombia",175,41
20626359,"VirginAtlantic","Virgin Atlantic","London","Hello Gorgeous! Follow us for news, banter & assistance 24/7. Visit our blog at https://t.co/ziOX3LRnnS or for official concerns visit https://t.co/ZQJmKUNzyR","airline","Portugal",175,9
25103967,"Boeing","The Boeing Company","Central Time (US & Canada)","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel","Venezuela",175,68
27067896,"IATA","IATA","Eastern Time (US & Canada)","The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.","travel","Greenland",175,59
31927467,"pitbull","Pitbull","Eastern Time (US & Canada)","Mr. Worldwide. Musician. Entertainer. Entrepreneur.","person","Venezuela",175,69
38679388,"gmail","Gmail","Pacific Time (US & Canada)","News, tips and tricks from the Gmail team. Need help? Fly on over to our Help Center or forum.","brand","Saudi Arabia",175,59
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Argentina",175,64
50393960,"BillGates","Bill Gates","Pacific Time (US & Canada)","Sharing things I'm learning through my foundation work and other interests...","person","Vietnam",175,14
79293791,"rihanna","Rihanna","Pacific Time (US & Canada)","Get #ANTI now: https://t.co/WH1Yy1ELJB","person","Kenya",175,88
14511951,"HuffingtonPost","Huffington Post","Eastern Time (US & Canada)","internet lovers | sleep believers | news addicts | big font obsessives | greek yogurt fans | Sign our petition to end food waste: https://t.co/kRV9KPguV7","news","Russia",174,86
22090282,"BoeingAirplanes","Boeing Airplanes","Pacific Time (US & Canada)","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel","Morocco",174,52
25365536,"KimKardashian","Kim Kardashian West","Pacific Time (US & Canada)","","person","Greenland",174,60
27067896,"IATA","IATA","Eastern Time (US & Canada)","The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.","travel","Mexico",174,63
28535982,"KAYAK","KAYAK","Eastern Time (US & Canada)","KAYAK is a travel search engine. For support, visit: http://t.co/dITnoI8o4D (staff available Mon- Fri: 8AM GMT-10PM GMT)","","Canada",174,78
28785486,"ABC","ABC News","Eastern Time (US & Canada)","See the whole picture with @ABC News. Join us on Facebook: https://t.co/ewMNZ54axm","news","Egypt",174,96
31348594,"akshaykumar","Akshay Kumar","Mumbai","","person","Bangladesh",174,27
39699737,"TUIDeutschland","TUI Deutschland","Bern","Herzlich Willkommen auf dem offiziellen Twitter-Kanal der TUI Deutschland. #DiscoverYourSmile // Impressum: https://t.co/vJ4Y2n9b2N","","Germany",174,54
44335525,"HHShkMohd","HH Sheikh Mohammed","Muscat","Official Tweets by His Highness Sheikh Mohammed bin Rashid Al Maktoum","person","Oman",174,4
44886859,"GoogleTravel","Google Travel Team","Pacific Time (US & Canada)","Google's Travel Team (Official): Here to provide the latest industry news & data","travel","Spain",174,78
54904679,"AirCanada","Air Canada","Eastern Time (US & Canada)","News & more. For fare discounts & special offers follow @ACFlightOffers. | Nouvelles et plus. Pour nos offres spéciales suivez @ACFlightOffers.","airline","Turkey",174,48
60865434,"KAKA","Kaka","Brasilia","https://t.co/6tgzPaNfFt","person","Egypt",174,97
173992307,"BBC_Travel","BBC Travel","Eastern Time (US & Canada)","Discover new cultures. Embark on new adventures. Celebrate. Explore. Engage. BBC Travel: Inspiring you to fall in love with the world.","travel","Russia",174,87
215952307,"JKCorden","James Corden","","Dancer. Ballet, Tap and Modern. I dont read DM's!","p","Ireland",174,65
304467186,"ANA_flight_info","ＡＮＡ運航の見通し情報","Tokyo","国内線・国際線の運航の見通し情報（気象状況等から予測される当日・翌日の運航情報）の配信、及び運航情報に関するお問い合わせにお答えするサポートサービスを提供します。返信にはお時間をいただく場合もございます。また、台風等でお問い合わせが多い場合は個別の対応ができないこともございます。各便の運航情報は発着案内をご覧ください。","airline","Russia",174,88
558797310,"ManUtd","Manchester United","London","Official account of Manchester United FC ️","person","Kenya",174,89
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Slovenia",173,20
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Switzerland",173,12
5402612,"BBCBreaking","BBC Breaking News","London","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news","Argentina",173,65
11348282,"NASA","NASA","Eastern Time (US & Canada)","Explore the universe and discover our home planet with @NASA. We usually post in EDT (UTC-4).","other","Colombia",173,42
15378041,"VirginAustralia","Virgin Australia","Brisbane","Welcome to the official page for Virgin Australia. We're here to help from 5am-11pm (AEST). For 24/7 assistance call 13 67 89. Feedback: http://t.co/bpg9Lb8EOj","airline","Kenya",173,90
17365848,"Expedia","Expedia","Pacific Time (US & Canada)","Travel tips, inspiration & deals from https://t.co/fcT976R6Hd. Customer service from 5am-10pm PT daily. Have you checked out the Expedia Viewfinder blog yet?","travel","Canada",173,79
18332190,"British_Airways","British Airways","London","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline","Kuwait",173,4
19397785,"Oprah","Oprah Winfrey","Central Time (US & Canada)","","person","South Africa",173,44
22090282,"BoeingAirplanes","Boeing Airplanes","Pacific Time (US & Canada)","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel","Turkey",173,49
27067896,"IATA","IATA","Eastern Time (US & Canada)","The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.","travel","Russia",173,89
34713362,"business","Bloomberg","Eastern Time (US & Canada)","The first word in business news.","news","Russia",173,90
57928790,"karanjohar","Karan Johar","Mumbai","Filmmaker....","person","Bangladesh",173,28
88878382,"BrusselsAirport","Brussels Airport","Brussels","Welcome! We are the heart of Europe, serving 23.5 million passengers per year. At your service 8 am - 8 pm CET in English, Dutch and French.","","Belgium",173,8
