"screen_name","name","description","category","X","count"
"RitzCarlton","The Ritz-Carlton","The official twitter stream of The Ritz-Carlton Hotel Company, L.L.C. Tweeting for global travelers, collectors of #RCMemories and lovers of #luxury.","brand",NA,1
"France2tv","France 2","Bienvenue sur le compte officiel de #France2","channel",NA,1
"dominos","Domino's Pizza","The home of Domino's Pizza on Twitter. Hosted by the crew at Domino's HQ.","brand",NA,1
"kfayemi","Kayode Fayemi","Minister, Solid Minerals Development in Nigeria","person",NA,1
"fritidsresor","Fritidsresor","Folj oss och fa nyheter om foretaget, rabatter, erbjudanden och nyheter om resor.   For fragor och svar sa ar Facebook snabbare: http://t.co/HW210f01","channel",NA,1
"mansLMT","Mans LMT","LMT oficialais Twitter konts. Seko, jauta, komente un pirmais uzzini par LMT jaunumiem, iespejam un ipasajiem piedavajumiem.","",NA,1
"GoPro","GoPro","Official GoPro Twitter. We make the World's Most Versatile Camera. Wear it. Mount it. Love it. Share with #GoPro.","brand",NA,1
"rwsentosa","ResortsWorldSentosa","RWS is home to six unique hotels, an award-winning spa, four world-class attractions, and the most number of Michelin-starred Celebrity Chef restaurants.","brand",NA,1
"philredcross","Philippine Red Cross","Committed to provide quality life-saving services that protect the life and dignity especially of indigent Filipinos in vulnerable situations. #BeRedCrossReady","",NA,1
"TigerWoods","Tiger Woods","Official Twitter account of Tiger Woods. Father, Golfer, Entrepreneur.    Tweets from Tiger are signed -TW","person",NA,1
"ResoluteSupport","Resolute Support","Committed to the security, reconstruction and extension of governance in Afghanistan. RT/follow does not necessarily mean endorsement.","",NA,1
"khloekardashian","Khloe","Get my official app #unlockmyworld https://t.co/t7gWBbUMY7","",NA,1
"flyniki","fly NIKI","","channel",NA,1
"JaroslawKuzniar","Jaroslaw Kuźniar","Dziennikarz. Dyrektor programowy #Onet100 @onet_rano & https://t.co/ShX34AEvtG | CEO https://t.co/RnDLkQEFiM & https://t.co/xTRZiERxbw | SWPS | SocialMedia & PersonalBrand","person",NA,1
"RicardoMoran","Ricardo Moran","�Mas sarcasmo? Contacto aqui �� (51) 956854981 contacto@e1latin.com Instagram: ricardomoranvargas Snapchat: ricardomoranv","",NA,1
"LANACION","LA NACION","Noticias de LA NACION. Informacion confiable y los mejores analisis de la realidad.","news",NA,1
"VOAAfrica","VOA Africa","Africa news from the Voice of America. More news at http://t.co/irKfimbi8o","news",NA,1
"obyezeks","Oby Ezekwesili","A fiercely passionate believer in the public good of nations, serving before leading. Validated by God & my Dad who taught me to never dignify nonsense .","",NA,1
"soyfdelrincon","Fernando Del Rincon","Journalist/News Anchor/Producer/writer #LIBERTADEXPRESION INSTAGRAM @fdelrincon","person",NA,1
"manototv","Manoto TV","Manoto is an energising, cutting edge channel, breaking all boundaries of Persian speaking television. #منوتو من و تو","channel",NA,1
"HannoSettele","Hanno Settele","Bitte, danke, gerne.","",NA,1
"OoredooQatar","Ooredoo Qatar","المكان الافتراضي لفريق Ooredoo للتعرف على أحدث العروض. -تابعونا على @OoredooCare! - Ooredoo Qatar offers & news.  Follow @OoredooCare for Customer Service","brand",NA,1
"thantmyintu","Thant Myint-U","Mainly Myanmar (for the moment). New York, Rangoon, Bangkok, & Cambridge. RTs not endorsements.","",NA,1
"channel_u","Channel U","Official Twitter page for the Mediacorp Channel favored by young adults. Ch U reserves the right to edit all tweets to this acct. tellchannelu@mediacorp.com.sg","",NA,1
"Europe1","Europe 1","Toute l'info #Europe1 sur twitter RDV aussi / @ClubEurope1 @Europe1Sport @Europe1video https://t.co/pwuHXkuGVm https://t.co/jdB8KEoEjH #radio","news",NA,1
"krisinformation","Krisinformation.se","Bekraftad risk- och krisinformation fran myndigheter. Kom garna med fragor och tips. Vi svarar framst dagtid. Klicka alltid pa lankarna for att hitta kallorna.","travel",NA,1
"nilsusakovs","Nils Usakovs","Rigas mers - Mayor of Riga - Мэр Риги - Tweets in Latvian and English - Твиты на русском: @nilushakov - Facebook page: https://t.co/uQ5qvAaJwJ","person",NA,1
"KauppalehtiFi","Kauppalehti","Vaikka menestysta on monenlaista, kaava on aina sama.  Tieto + Oivallus + Uskallus = Menestys.  Kauppalehti on olemassa, jotta sina menestyisit.","",NA,1
"PresidenciaMX","Presidencia Mexico","Oficina de la Presidencia de la Republica 2012 - 2018.","other",NA,1
"HawaiianAir","Hawaiian Airlines","Your source for Hawaiian Airlines news, tips, & updates. For customer issues, please contact us at: https://t.co/ZsM44LNYPV","travel",NA,1
"hotfm976","Hot FM","#GengPagiHot #JamHot #JejakaDIA #MuzikHot #MegaMuzikHot #RakanNFDP","channel",NA,1
"SABreakingNews","SA Breaking News","All the latest breaking news from across South Africa in one stream.","news",NA,1
"HungaryTourism","Hungary Tourism","Official Profile of the Hungarian Tourist Board. A collection of tips, news, info, facts, events, answers for tourists and travellers to Hungary!","other",NA,1
"NoticiasRCN","Noticias RCN","Lider en noticias. Lider en opinion. Directora: @CGurisattiNTN24 Subdirectora: @SorayaYanine77","news",NA,1
"iMansaf","حزب المنسف الاردني","هَل ذاقَ حلو العفوَ إلاّ الَّذي أذنبَ والله عفَا واغتفر ؟","",NA,1
"gaston_acurio","Gaston Acurio","Pensando en que cocinar. Que comer. Que hacer. Todo el tiempo.","person",NA,1
"theheraldsun","Herald Sun","Join in the conversation on all the news from Melbourne's Herald Sun. Want more? We're on Facebook: https://t.co/AY6xfHFzqH + Subscribe: https://t.co/CsqmOK06Kq","news",NA,1
"viajaVolaris","Volaris","Unete al Twitter oficial de Volaris. Cualquier duda o comentario escribenos a aclaraciones@volaris.com y danos FOLLOW para poder responderte por DM.","",NA,1
"alexstubb","Alexander Stubb","Father. Husband. Former Prime-, Finance-, Foreign-, Trade- and Europe Minister of Finland. Eternal optimist. Ph.D. (LSE). Sub-10h Ironman.","person",NA,1
"itweetcroatia","Croatia","I tweet Croatia - news, travel, holidays, culture, art, wine, events and sport.","news",NA,1
"BishopJakes","T.D. Jakes","Senior Pastor of The Potter's House @TPHDallas in Dallas, TX. Author of the # 1 New York Times bestsellers, INSTINCT a#nd DESTINY. Host of @TDJakesShow","person",NA,1
"htTweets","Hindustan Times","One of India's largest media companies. Latest news from around the world. Retweets are not endorsements.","news",NA,1
"profilonline","profil online","Das unabhangige Nachrichtenmagazin Österreichs. Hier twittern @StephanWabl, @iholzmueller und @molussia_anders","news",NA,1
"VisitTallinn","Tallinn","Tallinn City Tourist Office & Convention Bureau updating you on culture, events and everyday life in our vibrant capital city. #VisitTallinn","news",NA,1
"USAID","USAID","USAID works to end extreme global poverty and enable resilient, democratic societies to realize their potential. Privacy: http://t.co/FIGVxwxlPu #globalgoals","",NA,1
"DisneyStudios","Walt Disney Studios","The official Twitter for Walt Disney Studios where we can share news, videos, pics, and more from upcoming films with our fans!","brand",NA,1
"gcba","Buenos Aires Ciudad","Twitter oficial del Gobierno de la Ciudad Autonoma de Buenos Aires","other",NA,1
"PaulKagame","Paul Kagame","President of the Republic of Rwanda, write to: paulkagame@gov.rw","person",NA,1
"visitestonia","Visit Estonia","The Official Tourism Board of Estonia - a country with medieval charm, northern quality & western mindset. Share your Estonia with us by using #visitestonia :)","other",NA,1
"radiosarajevo","Radio Sarajevo","Zvuci odlicno, a cita se jos bolje.","news",NA,1
"gazetapl_news","Gazeta.pl","Gorące newsy z serwisu http://t.co/bAYKcG7b","news",NA,1
"Aftonbladet","Aftonbladet","Nordens storsta dagstidning. Aftonbladet har over 3,5 miljoner lasare - varje dag. Har twittrar vi fran redaktionen. https://t.co/Nx5BDUmhJN","channel",NA,1
"CroatiaNews","Croatia News","London based company specializing in Croatia Travel News, Croatia Guide , Accommodation and quality Croatian Villas selection.","travel",NA,1
"ThaiPBS","ThaiPBS","Thai Public Broadcasting Service (Thai PBS) ..ทีวีสาธารณะแห่งแรกในประเทศไทย","",NA,1
"le_Parisien","Le Parisien","Le Parisien-Aujourd'hui en France, 1er quotidien generaliste de France","",NA,1
"PSG_inside","PSG Officiel","Le twitter officiel du Paris Saint-Germain. @PSG_English @PSG_Sverige @PSGIndonesia @PSGBrasil @PSG_Arab @PSG_Espanol","",NA,1
"franceinfo","franceinfo","Toute l'actualite en direct et en continu, avec le premier media global d'information du service public","news",NA,1
"ayushmannk","Ayushmann Khurrana","Instagram - https://t.co/sFOMG9rgOt","person",NA,1
"Benny_Hinn","Benny Hinn","For over four decades in ministry, Pastor Benny has preached the Gospel face-to-face and on television to over a billion people with the message of God's love.","person",NA,1
"gmanewsbreaking","GMA News Breaking","Breaking news from GMA News in the Philippines. Follow @gmanews for more stories.","news",NA,1
"LarryMadowo","Larry Madowo","A man has no bio","",NA,1
"Deema22","ديما علم فراج","Deema Alam Farraj, TV Presenter #Jordan . https://t.co/ioBr0tJYEr #الاردن كاتبة مقولة #حكاية_معارض","person",NA,1
"GeorgeHatcher","George Hatcher Sr.","Strategy Consultant http://t.co/BaKrnXcBjH http://t.co/TsGu9Q2MYy http://t.co/vYTI7GLNfv Aviation Consultant #aviation #aeroNews #strategy #boxing #law ","person",NA,1
"abpnewstv","ABP News","Follow for latest news alerts from India","news",NA,1
"alexanderdecroo","Alexander De Croo","Deputy Prime Minister and Minister for Development Cooperation, Digital Agenda and Telco (Belgium) | pushing #digitalbelgium | YGL @wef","person",NA,1
"pewdiepie","pewdiepie","best youtuber","person",NA,1
"hsfi","Helsingin Sanomat","Helsingin Sanomat - tarkeimmat uutiset ja mielenkiintoisimmat puheenaiheet.","news",NA,1
"Harvard","Harvard University","Devoted to excellence in teaching, learning, and research, and to developing leaders who make a difference globally.","other",NA,1
"EconomicTimes","EconomicTimes","The No. 1 Business Daily in India brings you the latest #news updates and LIVE coverage of #politics #economy #markets #technology | RTs are not endorsements","news",NA,1
"LIAALatvija","LIAA","Latvijas Investiciju un attistibas aģentura | Uznemejdarbibas, eksporta un turisma veicinasana, investiciju piesaiste, Eiropas fondu atbalsta programmas","other",NA,1
"vanguardngrnews","Vanguard Newspapers","Latest news from Nigeria. Politics, business, technology, style, entertainment.","news",NA,1
"baabar","Баабар","Б.Батбаяр 1954 онд төрсөн. МУИС, Краковын их сургууль, Москвагийн их сургууль, Лондонгийн Империал коллежид тус тус суралцсан. Биохимич мэргэжилтэй.","person",NA,1
"Cinepolis","Cinepolis","�Entra a un lugar lleno de emociones! Descubre en nuestras salas nuevos mundos hechos de cine. Para dudas sobre cartelera o servicio: @AyudaCinepolis.","brand",NA,1
"uzkalnis","Andrius Uzkalnis","Columnist at delfi.lt, writer and food critic for https://t.co/z0zw5fOT5O. I also take pictures of objects and people. My email is andrius@andrius.com","",NA,1
"PresidencyZA","PresidencyZA","This is the official Twitter page of The Presidency of the Republic of South Africa","other",NA,1
"Usher","Usher Raymond IV","Look through my eyes and witness life as I see it. New album #HardIILove out now","person",NA,1
"Agencia_Andina","Agencia Andina","Agencia Oficial de Noticias del Estado Peruano. Te invitamos a seguir tambien a @DiarioElPeruano","news",NA,1
"revistabla","BLa","","",NA,1
"Creflo_Dollar","Creflo Dollar","Understanding Grace | Empowering Change. Founder and senior pastor of World Changers Church International (WCCI) and World Changers Church-New York.","person",NA,1
"revistaproceso","Proceso","Revista Proceso. Semanario de informacion y analisis http://t.co/mtIHoJ6wc3","news",NA,1
"FarahDidi","Farah Didi","ex-Ambassador of Maldives to the UK & self-declared Human Rights Defender","person",NA,1
"STN_Airport","Stansted Airport","Official Stansted Airport twitter feed. We're here to help Monday to Friday between 8:30am-4:30pm and we'd love to hear from you! | Instagram:stn_airport","airport",NA,1
"EDI_Airport","Edinburgh Airport","Official Edinburgh Airport Twitter feed. This account is monitored Mon - Fri 6am - 8pm and Sat - Sun 10am - 8pm. Customer Information line 0844 448 8833","airport",NA,1
"GLA_Airport","Glasgow Airport","Welcome to the official Glasgow Airport Twitter feed. This account is not monitored 24/7. Customer information line 0844 481 5555","airport",NA,1
"bclsinclair","bunga citra lestari","Official Twitter of Bunga Citra Lestari. Indonesian Female Singer & Multi-Talented Actress","person",NA,1
"asmir1","Asmir Begovic","Goalkeeper for @ChelseaFC and @NFSBiH. A @SellsGKP and @trusox athlete. @SpecialOlympics Bosnia ambassador.","person",NA,1
"NegarMortazavi","Negar نگار","Iranian-American Journalist and Commentator | Guardian's top 10 twitter feeds on #Iran | Previously @VOANews @UN @ICFJ","person",NA,1
"Yunaaaa","Yuna Kim","I'm Yuna Kim from South Korea.","person",NA,1
"VDombrovskis","Valdis Dombrovskis","@EU_Commission, Vice-President for the Euro and Social Dialogue, also in charge of Financial Stability, Financial Services and Capital Markets Union","person",NA,1
"Shorouk_News","Shorouk News","الشروق الجديد جريدة يومية مصرية مستقلة تأسست في فبراير 2009","news",NA,1
"carmeloanthony","Carmelo Anthony","Official Page of Carmelo Anthony of the New York Knicks","person",NA,1
"leopoldolopez","Leopoldo Lopez","Venezolano. Esposo, papa de Manuela y Leopoldo. Si mi encarcelamiento ayuda al despertar del pueblo venezolano, bien valdra la pena","",NA,1
"flymepegasus","Pegasus Airlines","Pegasus Airlines' Official English Twitter Account. A leading low-cost airline in Turkey.","airline",NA,1
"AmericanExpress","American Express","Follow Amex's Erica (^E) & Alicia (^A) for insider news, access & more. See our Likes page for Card Member offers https://t.co/hNYFSKuLlW","brand",NA,1
"TravLeisureAsia","Travel+Leisure Asia","A stylish and authoritative guide for today's traveler within Asia and beyond.","travel",NA,1
"TUIflycom","TUIfly.com","Offizieller Twitter-Kanal von https://t.co/0O43PT2KGl   Impressum: https://t.co/T02x5ClYes Fluggesellschaft: TUIfly GmbH, Flughafenstr. 10, 30855 Langenhagen, Germany","airline",NA,1
"LockheedMartin","Lockheed Martin","We research, develop and sustain advanced technology systems that support missions from the depths of the sea to the far reaches of space.","brand",NA,1
